OBJECTID,CODUOME,NIF,NOME,TIPOAGRUPAMENTO,MORADA,LOCALIDADE,CONCELHO,DISTRITO,CODESCOLAMESEDE,CODDSR,CODQZP,GRUPONATUREZAINST,NUM_ESCOLAS,FAX,URL,EMAIL,TELEFONE,x,y
14206,130345,600081753,Agrupamento de Escolas de Alcácer do Sal,Agrupada,Estrada Senhor dos Mártires,ALCÁCER DO SAL,Alcácer do Sal,Setúbal,400749,Alentejo,QZP.51,Publico,8,265612220,,direcao@aeas.edu.gov.pt;servicos@aeas.edu.gov.pt,265622658;265610801,-33592.3899184695,-143782.016711895
14207,135069,600080625,"Agrupamento de Escolas de São Teotónio, Odemira",Agrupada,"Alameda dos Combatentes, s/n",SÃO TEOTÓNIO,Odemira,Beja,330498,Alentejo,QZP.57,Publico,3,283958757,http://www.agrupamentosaoteotonio.net,direcao@aestodemira.edu.gov.pt;servicos@aestodemira.edu.gov.pt,283958291;283958656,-50598.7694420087,-239339.915426106
14208,135070,600081044,"Agrupamento de Escolas de Colos, Odemira",Agrupada,Cerca do Vale da Rosa,COLOS,Odemira,Beja,330668,Alentejo,QZP.57,Publico,4,283650001,http://agvcolos.webnode.pt/,direcao@aecolos.edu.gov.pt;servicos@aecolos.edu.gov.pt,283650000;283650002,-29306.499951519,-214774.4995096
14209,135082,600081729,"Agrupamento de Escolas de Sabóia, Odemira",Agrupada,Saboia,SABÓIA,Odemira,Beja,330670,Alentejo,QZP.57,Publico,5,283880001,http://agvsaboia.drealentejo.pt,direcao@aesaboia.edu.gov.pt;servicos@aesaboia.edu.gov.pt,283880000;283880002,-32299.4080978488,-240914.585660084
14210,135471,600082091,Agrupamento de Escolas de Moura,Agrupada,Avenida Poeta Joaquim Costa,MOURA,Moura,Beja,402308,Alentejo,QZP.56,Publico,9,285254860,www.aemoura.drealentejo.pt,direcao@aemoura.edu.gov.pt;servicos@aemoura.edu.gov.pt,285250260;285251186,60474.3861696499,-169204.492940405
14211,135367,600081710,Agrupamento de Escolas de Aljustrel,Agrupada,Rua de Beja - Apartado 19,ALJUSTREL,Aljustrel,Beja,345477,Alentejo,QZP.57,Publico,6,284601317,www.aaljustrel.pt,direcao@aealjustrel.edu.gov.pt;servicos@aealjustrel.edu.gov.pt,284600100;284600102,-2454.43561569172,-198354.165220718
14212,135379,600071707,Agrupamento de Escolas n.º 2 de Beja,Agrupada,R. de S. João de Deus,BEJA,Beja,Beja,404615,Alentejo,QZP.55,Publico,6,284313149,,direcao@ae2beja.edu.gov.pt;servicos@ae2beja.edu.gov.pt,284313140;284313141,23478.0158581299,-184306.633257226
14213,135392,600070972,Agrupamento de Escolas de Ourique,Agrupada,Estrada de Garvão,OURIQUE,Ourique,Beja,346159,Alentejo,QZP.57,Publico,3,286510901,,direcao@aeourique.edu.gov.pt;servicos@aeourique.edu.gov.pt,286510900;286510902,-8418.62954374386,-223992.190028587
14214,135616,600080307,Agrupamento de Escolas de Mértola,Agrupada,Achada de S. Sebastião,MÉRTOLA,Mértola,Beja,346135,Alentejo,QZP.58,Publico,7,,www.ae-mertola.pt,direcao@aemertola.edu.gov.pt;servicos@aemertola.edu.gov.pt,286610660;286612802,42070.9794730558,-224796.806136716
14215,130000,600065464,Agrupamento de Escolas de Alvito,Agrupada,Tapadinha de Dom António,ALVITO,Alvito,Beja,331077,Alentejo,QZP.55,Publico,2,284485202,www.aecalvito.com,direcao@aealvito.edu.gov.pt;servicos@aealvito.edu.gov.pt,284485131,12332.9847525906,-156355.666891984
14216,130229,600083284,Agrupamento de Escolas de Almodôvar,Agrupada,R. da Ponte Romana - Apartado 1,ALMODÔVAR,Almodôvar,Beja,345805,Alentejo,QZP.58,Publico,6,286665310,,direcao@aealmodovar.edu.gov.pt;servicos@aealmodovar.edu.gov.pt,286660120,6825.95396416812,-239301.658420268
14217,130242,600083080,Agrupamento de Escolas de Ferreira do Alentejo,Agrupada,R. Infante D. Henrique,FERREIRA DO ALENTEJO,Ferreira do Alentejo,Beja,345878,Alentejo,QZP.55,Publico,8,284739497,www.avefa.pt,direcao@aefa.edu.gov.pt;servicos@aefa.edu.gov.pt,284738050,1573.61055185553,-178233.922689192
14218,135010,600081508,Agrupamento de Escolas de Barrancos,Agrupada,Rua de Angola,BARRANCOS,Barrancos,Beja,330449,Alentejo,QZP.56,Publico,2,285958354,http://agebarrancos.drealentejo.pt/wordpress/,direcao@agebarrancos.edu.gov.pt;servicos@agebarrancos.edu.gov.pt,285950650;285950652,101208.410102079,-169811.612758025
14219,135021,600071332,Agrupamento de Escolas n.º 1 de Beja,Agrupada,R. Luís de Camões,BEJA,Beja,Beja,404627,Alentejo,QZP.55,Publico,11,284328949,http://www.agr1beja.pt/,direcao@aebeja.edu.gov.pt;servicos@aebeja.edu.gov.pt,284315320;284328282,23670.6109783693,-183971.974018401
14220,135033,600081346,Agrupamento de Escolas de Castro Verde,Agrupada,R. Dr. José Gomes Ferreira,CASTRO VERDE,Castro Verde,Beja,403866,Alentejo,QZP.58,Publico,7,286322115,www.escastroverde.edu.pt,direcao@aecastro-verde.edu.gov.pt;servicos@aecastro-verde.edu.gov.pt,286320070;286320172,3881.59455147518,-218144.147009707
14221,135045,600078477,Agrupamento de Escolas de Cuba,Agrupada,Largo da Feira,CUBA,Cuba,Beja,330978,Alentejo,QZP.55,Publico,6,284419929,http://www.aecuba.pt/Pages/default.aspx,direcao@aecuba.edu.gov.pt;servicos@aecuba.edu.gov.pt,284419920;284419921,21078.013747766,-166186.82628633
14222,135057,600082199,"Agrupamento de Escolas Professor Francisco Honrado Pereira, Amareleja, Moura",Agrupada,Lg das Flores,AMARELEJA,Moura,Beja,330644,Alentejo,QZP.56,Publico,7,285980108,http://agvamareleja.drealentejo.pt,direcao@amareleja.edu.gov.pt;servicos@amareleja.edu.gov.pt,285980100;285982627,79683.853073141,-162145.10662098
14223,135094,600086003,Agrupamento de Escolas n.º 1 de Serpa,Agrupada,Rua Dr Edgar Pires Valadas,SERPA,Serpa,Beja,330413,Alentejo,QZP.56,Publico,6,,www.aeserpa.pt,direcao@aeserpa1.edu.gov.pt;servicos@aeserpa1.edu.gov.pt,284540090,47587.2146401974,-191782.498132275
14224,135100,600085546,Agrupamento de Escolas n.º 2 de Serpa,Agrupada,Rua José Maria da Graça Affreixo,SERPA,Serpa,Beja,402783,Alentejo,QZP.56,Publico,7,284540202,http://esserpa.drealentejo.pt/,direcao@aeserpa2.edu.gov.pt;servicos@aeserpa2.edu.gov.pt,284540200,46951.3060094599,-191760.193567968
14225,135112,600082873,Agrupamento de Escolas de Vidigueira,Agrupada,Estrada da Circunvalação,VIDIGUEIRA,Vidigueira,Beja,330516,Alentejo,QZP.55,Publico,4,284437309,www.aevid.pt,direcao@aevid.edu.gov.pt;servicos@aevid.edu.gov.pt,284437300,28611.7191016405,-162045.584138276
14226,171293,600079600,Agrupamento de Escolas de Almeirim,Agrupada,R. do Moinho de Vento,ALMEIRIM,Almeirim,Santarém,402175,Lisboa e Vale do Tejo,QZP.43,Publico,9,243594259,www.ae-almeirim.pt,direcao@ae-almeirim.edu.gov.pt;servicos@ae-almeirim.edu.gov.pt,243594250;243593207,-41876.8311218269,-51208.5866477884
14227,171323,600079791,Agrupamento de Escolas Marcelino Mesquita do Cartaxo,Agrupada,Travessa do Vale Mosqueiro,CARTAXO,Cartaxo,Santarém,345301,Lisboa e Vale do Tejo,QZP.40,Publico,7,243779356,,direcao@aemmcartaxo.edu.gov.pt;servicos@aemmcartaxo.edu.gov.pt,243701010;243770005,-57448.1759871617,-55787.4681766483
14228,170630,600075125,"Agrupamento de Escolas José Relvas, Alpiarça",Agrupada,Av. da Casa do Povo,ALPIARÇA,Alpiarça,Santarém,345854,Lisboa e Vale do Tejo,QZP.43,Publico,6,243557466,,direcao@aejrelvas.edu.gov.pt;servicos@aejrelvas.edu.gov.pt,243559240;243559242,-38691.1297085356,-46229.7095607204
14229,170641,600074935,"Agrupamento de Escolas Manique do Intendente/Alcoentre, Azambuja",Agrupada,Manique do Intendente,MANIQUE DO INTENDENTE,Azambuja,Lisboa,342051,Lisboa e Vale do Tejo,QZP.40,Publico,3,263485355,,direcao@aealto-azambuja.edu.gov.pt;servicos@aealto-azambuja.edu.gov.pt,263485366;263486523,-64940.5989892909,-49509.7169486426
14230,170653,600073912,"Agrupamento de Escolas Dr. Ginestal Machado, Santarém",Agrupada,Pctª Bento de Jesus Caraça,SANTARÉM,Santarém,Santarém,401444,Lisboa e Vale do Tejo,QZP.40,Publico,5,243309651,http://agrupamento-ginestalmachado.net/,direcao@ginestalmachado.edu.gov.pt;servicos@ginestalmachado.edu.gov.pt,243309650,-47796.679770537,-48916.439054363
14231,170665,600074595,Agrupamento de Escolas de Salvaterra de Magos,Agrupada,R. Prof. Natercia C. Rita Assunção,SALVATERRA DE MAGOS,Salvaterra de Magos,Santarém,403271,Lisboa e Vale do Tejo,QZP.44,Publico,3,263500319,www.ae-salvaterra.pt,direcao@aesalvaterra-magos.edu.gov.pt;servicos@aesalvaterra-magos.edu.gov.pt,263500310;263500311,-57283.7550391495,-71263.850541578
14232,170240,600083560,"Agrupamento de Escolas Salgueiro Maia - Fazendas de Almeirim, Almeirim",Agrupada,Rua Heróis da Independência,FAZENDAS DE ALMEIRIM,Almeirim,Santarém,343882,Lisboa e Vale do Tejo,QZP.43,Publico,5,243570921,http://eb23fazendasdealmeirim.webnode.pt/,direcao@aefazendasdealmeirim.edu.gov.pt;servicos@aefazendasdealmeirim.edu.gov.pt,243570920;243570925,-38543.8350070037,-54185.5659049792
14233,170331,600072967,"Agrupamento de Escolas de Samora Correia, Benavente",Agrupada,Bairro das Acacias,SAMORA CORREIA,Benavente,Santarém,342798,Lisboa e Vale do Tejo,QZP.44,Publico,9,263 654 324,www.a-e-s-c.info,direcao@aescorreia.edu.gov.pt;servicos@aescorreia.edu.gov.pt,263 519 631,-63957.4318421264,-81115.7667932488
14234,170355,600072487,"Agrupamento de Escolas de Marinhais, Salvaterra de Magos",Agrupada,Bairro Santo António,MARINHAIS,Salvaterra de Magos,Santarém,345271,Lisboa e Vale do Tejo,QZP.44,Publico,7,263590081,www.aemarinhais.pt,direcao@aemarinhais.edu.gov.pt;servicos@aemarinhais.edu.gov.pt,263590080;263590083,-50410.9972807076,-68087.405173289
14235,170367,600084086,Agrupamento de Escolas de Coruche,Agrupada,Rua Capitão Salgueiro Maia,CORUCHE,Coruche,Santarém,403295,Lisboa e Vale do Tejo,QZP.44,Publico,16,243617868,http://nonio.ese.ipsantarem.pt/secundaria/,direcao@aecoruche.edu.gov.pt;servicos@aecoruche.edu.gov.pt,243617553;243617585,-34711.7323235526,-78593.0258082477
14236,170379,600080137,"Agrupamento de Escolas D. Sancho I - Pontével, Cartaxo",Agrupada,R. Do Moinho Grande,PONTÉVEL,Cartaxo,Santarém,345295,Lisboa e Vale do Tejo,QZP.40,Publico,7,243700329,https://www.aedsanchoi.pt/,direcao@aesancho1.edu.gov.pt;servicos@aesancho1.edu.gov.pt,243700320,-61249.7173706753,-56481.5897480712
14237,170409,600078167,"Agrupamento de Escolas D. Afonso Henriques, Santarém",Agrupada,Lg. da Feira - Apartado 22,ALCANEDE,Santarém,Santarém,340078,Lisboa e Vale do Tejo,QZP.40,Publico,17,243405373,http://nonio.ese.ipsantarem.pt/aeahenriques/,direcao@afonsohenriques-str.edu.gov.pt;servicos@afonsohenriques-str.edu.gov.pt,243400350;243400351,-59311.6665572511,-27337.8265260009
14238,170458,600085970,Agrupamento de Escolas de Benavente,Agrupada,"Rua Álvaro Rodrigues de Azevedo, n.º 17",BENAVENTE,Benavente,Santarém,400579,Lisboa e Vale do Tejo,QZP.44,Publico,11,263519429,,direcao@aebenavente.edu.gov.pt;servicos@aebenavente.edu.gov.pt,263519621,-58503.8610872131,-76608.6699760639
14239,170460,600073181,"Agrupamento de Escolas da Golegã, Azinhaga e Pombalinho, Golegã",Agrupada,R. Luís de Camões - Apartado 40,GOLEGÃ,Golegã,Santarém,346240,Lisboa e Vale do Tejo,QZP.43,Publico,4,249979045,eebs.golega@mail.telepac.pt,direcao@agrupamentoegap.edu.gov.pt;servicos@agrupamentoegap.edu.gov.pt,249979040;249979041,-30192.6807102258,-28938.8873282572
14240,170471,600077616,Agrupamento de Escolas da Chamusca,Agrupada,Avenida Dr. Carlos Amaro,CHAMUSCA,Chamusca,Santarém,346263,Lisboa e Vale do Tejo,QZP.43,Publico,12,249769079,nonio.ese.ipsantarem.pt/avejicc/login/index.php,direcao@aechamusca.edu.gov.pt;servicos@aechamusca.edu.gov.pt,249769070;249769074,-29604.6860860484,-34205.945360728
14241,170501,600081656,"Agrupamento de Escolas Marinhas do Sal, Rio Maior",Agrupada,Estradas das Marinhas,RIO MAIOR,Rio Maior,Santarém,330358,Lisboa e Vale do Tejo,QZP.40,Publico,4,243909719,http://w2.agmsal.ccems.pt/index.php/home,direcao@aemarinhasdosal.edu.gov.pt;servicos@aemarinhasdosal.edu.gov.pt,243909710,-69312.3622731841,-35795.7606387118
14242,170513,600081982,"Agrupamento de Escolas Fernando Casimiro Pereira da Silva, Rio Maior",Agrupada,Urbanização Pá Ribeira - 1,RIO MAIOR,Rio Maior,Santarém,330061,Lisboa e Vale do Tejo,QZP.40,Publico,4,243999185,http://ebifc-m.ccems.pt,direcao@aefcps.edu.gov.pt;servicos@aefcps.edu.gov.pt,243999180;243999182,-68973.3392421215,-36016.8380593524
14243,170537,600084310,Agrupamento de Escolas da Azambuja,Agrupada,Rua das Lavadeiras - Apartado 72,AZAMBUJA,Azambuja,Lisboa,403568,Lisboa e Vale do Tejo,QZP.40,Publico,6,263409339,www.agrupamentoescolasazambuja.com,direcao@aeazambuja.edu.gov.pt;servicos@aeazambuja.edu.gov.pt,263409330;263409331,-64297.3272376639,-65957.6869131249
14244,170550,600081524,"Agrupamento de Escolas Alexandre Herculano, Santarém",Agrupada,Quinta do Mergulhão - Senhora da Guia,SANTARÉM,Santarém,Santarém,340108,Lisboa e Vale do Tejo,QZP.40,Publico,10,243309426,http://www.ae-alexandreherculano.pt/,direcao@ae-aherculano.edu.gov.pt;servicos@ae-aherculano.edu.gov.pt,243309420,-48828.7417552703,-46794.2543547941
14245,170562,600085562,"Agrupamento de Escolas Sá da Bandeira, Santarém",Agrupada,Rua Drª Maria Inês Schäller Dias,SANTARÉM,Santarém,Santarém,402837,Lisboa e Vale do Tejo,QZP.40,Publico,15,243304018,Rua Drª Maria Inês Schaller Dias - 2005-191 Santarém,direcao@aesabandeira.edu.gov.pt;servicos@aesabandeira.edu.gov.pt,243304010;243391231,-47145.988432289,-47381.0259213688
14246,170574,600077519,"Agrupamento de Escolas Vale Aveiras, Azambuja",Agrupada,R. do Carrasco nº 1,AVEIRAS DE CIMA,Azambuja,Lisboa,344709,Lisboa e Vale do Tejo,QZP.40,Publico,6,263476664,www.valeaveiras.pt,direcao@aevaleaveiras.edu.gov.pt;servicos@aevaleaveiras.edu.gov.pt,263470170;263470179,-66897.6470351604,-58468.9311688674
14247,135185,600065510,Agrupamento de Escolas de Alter do Chão,Agrupada,Rua  Mabília de Freitas Martins,ALTER DO CHÃO,Alter do Chão,Portalegre,345982,Alentejo,QZP.48,Publico,3,245613211,http://escolasalter.drealentejo.pt/index.php/entrada,direcao@aealter-chao.edu.gov.pt;servicos@aealter-chao.edu.gov.pt,245612371;245612374,40693.1488873212,-52235.1307927686
14248,135197,600080960,Agrupamento de Escolas de Arronches,Agrupada,Rua do Telheiro s/n,ARRONCHES,Arronches,Portalegre,330437,Alentejo,QZP.49,Publico,1,245580058,www.ebiarronches.com,direcao@luzarronches.edu.gov.pt;servicos@luzarronches.edu.gov.pt,245580050;245580052,73178.5339872169,-60718.2692720745
14249,135203,600082253,Agrupamento de Escolas de Avis,Agrupada,"Estrada  Municipal, Montes do Azinhal",BENAVILA,Avis,Portalegre,330541,Alentejo,QZP.48,Publico,5,242412885,https://sites.google.com/site/agrupamentoavis/,direcao@aeavis.edu.gov.pt;servicos@aeavis.edu.gov.pt,242410120;241410121,22338.489493696,-62281.2875959964
14250,135215,600084272,Agrupamento de Escolas de Campo Maior,Agrupada,"R. D. João de Portugal, 1",CAMPO MAIOR,Campo Maior,Portalegre,401080,Alentejo,QZP.49,Publico,2,268688191,aecampomaior.pt,direcao@aecampo-maior.edu.gov.pt;servicos@aecampo-maior.edu.gov.pt,268680110;268688396,92515.1552368909,-71591.8288340797
14251,135227,600078213,Agrupamento de Escolas de Castelo de Vide,Agrupada,Avenida da Europa,CASTELO DE VIDE,Castelo de Vide,Portalegre,330530,Alentejo,QZP.47,Publico,3,245905847,http://agvcastelodevide.drealentejo.pt/site/,direcao@aecv.edu.gov.pt;servicos@aecv.edu.gov.pt,245901351;245900080,58733.735757799,-28151.6352459974
14252,135239,600078884,Agrupamento de Escolas do Crato,Agrupada,Rua da Fonte do Crespo -Apart. nº 28,CRATO,Crato,Portalegre,330991,Alentejo,QZP.47,Publico,1,245990019,crato.drealentejo.pt/,direcao@aecrato.edu.gov.pt;servicos@aecrato.edu.gov.pt,245990010;245990013,41654.0353924183,-41812.3562836068
14253,135240,600080382,"Agrupamento de Escolas Adelaide Cabette, Elvas",Agrupada,Est Nacional 373 - Apartado 123,ELVAS,Elvas,Portalegre,341381,Alentejo,QZP.49,Publico,5,268621865,,direcao@agrupamento-1-boafe.edu.gov.pt;servicos@agrupamento-1-boafe.edu.gov.pt,268639940;268639945,85120.9198512295,-86417.1813228148
14254,135252,600078582,"Agrupamento de Escolas D. Sancho II, Elvas",Agrupada,Rua de S. Paulo,ELVAS,Elvas,Portalegre,400129,Alentejo,QZP.49,Publico,7,268625145,http://www.es-dsanchoii.net,direcao@ae3elvas.edu.gov.pt;servicos@ae3elvas.edu.gov.pt,268639970,83331.549731494,-87429.9228921828
14255,135264,600081060,Agrupamento de Escolas de Fronteira,Agrupada,Largo da Estação,FRONTEIRA,Fronteira,Portalegre,330930,Alentejo,QZP.48,Publico,2,245604793,www.agrupamentoescolasfronteira.pt,direcao@aefronteira.edu.gov.pt;servicos@aefronteira.edu.gov.pt,245600130;245604132,42247.9090699367,-68773.2630778597
14256,135290,600060969,"Agrupamento de Escolas João Maria Botas Carriço, Monforte",Agrupada,Rua Professor Dr. Rosado Correia,MONFORTE,Monforte,Portalegre,330619,Alentejo,QZP.49,Publico,6,245578021,,direcao@aemonforte.edu.gov.pt;servicos@aemonforte.edu.gov.pt,245578020,60643.1345208474,-67943.281463149
14257,135318,600085422,"Agrupamento de Escolas do Bonfim, Portalegre",Agrupada,Avenida do Bonfim,PORTALEGRE,Portalegre,Portalegre,402310,Alentejo,QZP.47,Publico,8,245205827,http://aeb.pt/joomla/,direcao@aeb.edu.gov.pt;servicos@aeb.edu.gov.pt,245302370,60328.8967991264,-40333.4873998103
14258,135320,600077888,"Agrupamento de Escolas José Régio, Portalegre",Agrupada,"Rua João Villaret, 1",PORTALEGRE,Portalegre,Portalegre,341848,Alentejo,QZP.47,Publico,7,245300008,http://agrupamento-n1-portalegre.webnode.pt/,direcao@aejr.edu.gov.pt;servicos@aejr.edu.gov.pt,245300000;245300004,61043.9085393731,-42456.7845355181
14259,135331,600082369,Agrupamento de Escolas de Sousel,Agrupada,Estrada da Circunvalação,SOUSEL,Sousel,Portalegre,330553,Alentejo,QZP.50,Publico,4,268551146,http://agrupamentosousel.drealentejo.pt/,direcao@escolasdesousel.edu.gov.pt;servicos@escolasdesousel.edu.gov.pt,268550010;268550016,39895.6001475192,-78872.1543032385
14260,135495,600082164,Agrupamento de Escolas de Gavião,Agrupada,R. 23 de Novembro,GAVIÃO,Gavião,Portalegre,330360,Alentejo,QZP.47,Publico,3,241639007,www.agrupamentoverticalgaviao.pt,direcao@aegaviao.edu.gov.pt;servicos@aegaviao.edu.gov.pt,241639000,16840.8583907256,-22761.356619313
14261,135641,600084370,Agrupamento de Escolas de Marvão,Agrupada,R. das Escolas,SÃO SALVADOR DA ARAMENHA,Marvão,Portalegre,330565,Alentejo,QZP.47,Publico,2,245909188,www.aemarvao.pt,direcao@aemarvao.edu.gov.pt;servicos@aemarvao.edu.gov.pt,245909180;245909181,64275.233913545,-31308.8470418999
14262,135653,600086119,Agrupamento de Escolas de Ponte de Sor,Agrupada,R. General Humberto Delgado,PONTE DE SOR,Ponte de Sor,Portalegre,403441,Alentejo,QZP.48,Publico,11,242204030,www.aeps.pt,direcao@aeponte-sor.edu.gov.pt;servicos@aeponte-sor.edu.gov.pt,242206130;2422291011,10135.475332763,-45838.5107624613
14263,130280,600083357,"Agrupamento de Escolas de Santa Luzia, Elvas",Agrupada,Estrada da Carvalha s/n,ELVAS,Elvas,Portalegre,341393,Alentejo,QZP.49,Publico,5,268639341,https://agr-staluzia.pt/site/,direcao@aen2elvas.edu.gov.pt;servicos@aen2elvas.edu.gov.pt,268639340;268625758,83758.8114696704,-88034.9648478641
14264,130291,600081540,Agrupamento de Escolas de Nisa,Agrupada,Rua Professor João Porto,NISA,Nisa,Portalegre,346056,Alentejo,QZP.47,Publico,3,245412165,http://www.escolasdenisa.org.pt,direcao@agrupamentonisa.edu.gov.pt;servicos@agrupamentonisa.edu.gov.pt,245410040;245410045/3/2,41755.2268118037,-17558.4327240428
14265,135410,600085589,Agrupamento de Escolas de Vendas Novas,Agrupada,"Avenida 25 de Abril, nº 21",VENDAS NOVAS,Vendas Novas,Évora,404639,Alentejo,QZP.51,Publico,9,265 809 917,http://www.aevn.pt/,direcao@aevn.edu.gov.pt;servicos@aevn.edu.gov.pt,265809910,-28340.5955069901,-110298.353215714
14266,135483,600085805,Agrupamento de Escolas de Vila Viçosa,Agrupada,Rua Horta do Reguengo,VILA VIÇOSA,Vila Viçosa,Évora,401900,Alentejo,QZP.50,Publico,10,268889143,,direcao@aevv.edu.gov.pt;servicos@aevv.edu.gov.pt,268889140;268989838,61523.3801192796,-98370.5853448655
14267,135525,600079813,Agrupamento de Escolas de Arraiolos,Agrupada,R. 5 de Outubro,ARRAIOLOS,Arraiolos,Évora,345738,Alentejo,QZP.52,Publico,7,266490401,http://aearraiolos.drealentejo.pt/,direcao@aearraiolos.edu.gov.pt;servicos@aearraiolos.edu.gov.pt,266490400;266490411,12351.3434637907,-104666.397978239
14268,135537,600079180,"Agrupamento de Escolas Manuel Ferreira Patrício, Évora",Agrupada,Av. Engº Arantes de Oliveira,ÉVORA,Évora,Évora,330929,Alentejo,QZP.52,Publico,7,266750059,www.ebim.pt,direcao@aempatricio.edu.gov.pt;servicos@aempatricio.edu.gov.pt,266750050;1266750051,18208.072845452,-121444.357052023
14269,135549,600082318,"Agrupamento de Escolas Gabriel Pereira, Évora",Agrupada,R. Dr. Domingos Rosado,ÉVORA,Évora,Évora,400210,Alentejo,QZP.52,Publico,10,,www.aegp.edu.pt,direcao@aegp.edu.gov.pt;servicos@aegp.edu.gov.pt,266745600,20060.2082410623,-121400.967444437
14270,135550,600071944,"Agrupamento de Escolas Severim de Faria, Évora",Agrupada,Estrada das Alcáçovas,ÉVORA,Évora,Évora,402795,Alentejo,QZP.52,Publico,9,266737779,,direcao@aesfaria.edu.gov.pt;servicos@aesfaria.edu.gov.pt,266737770;266737771,18784.4571545619,-122405.576696422
14271,135562,600078671,"Agrupamento de Escolas André de Gouveia, Évora",Agrupada,Bairro Sra. da Glória - Pç. Angra do Heroísmo,ÉVORA,Évora,Évora,400853,Alentejo,QZP.52,Publico,13,266758337,www.esag.edu.pt,direcao@aeevora4.edu.gov.pt;servicos@aeevora4.edu.gov.pt,266758330;266758331,18456.4027615973,-122100.623299625
14272,135574,600079643,Agrupamento de Escolas de Estremoz,Agrupada,R. General Humberto Delgado,ESTREMOZ,Estremoz,Évora,343109,Alentejo,QZP.50,Publico,11,268332597,http://aeetz.drealentejo.pt/,direcao@aeetz.edu.gov.pt;servicos@aeetz.edu.gov.pt,268333784;268333785,47126.4302523515,-90884.3048535172
14273,135586,600080277,Agrupamento de Escolas de Montemor-o-Novo,Agrupada,Rua Dr. João Luís Ricardo,MONTEMOR-O-NOVO,Montemor-o-Novo,Évora,402280,Alentejo,QZP.51,Publico,15,266892700,http://www.aemn.pt/,direcao@aemn.edu.gov.pt;servicos@aemn.edu.gov.pt,266896509,-6789.42098920524,-113496.456932705
14274,135598,600080200,Agrupamento de Escolas de Redondo,Agrupada,Avª Dr. Domingos Rosado,REDONDO,Redondo,Évora,345775,Alentejo,QZP.53,Publico,2,266909890,http://avredondo.net/portal/,direcao@aeredondo.edu.gov.pt;servicos@aeredondo.edu.gov.pt,266909215;266909281,50946.7775447023,-113602.733840213
14275,135604,600079309,Agrupamento de Escolas de Reguengos de Monsaraz,Agrupada,R. João de Deus,REGUENGOS DE MONSARAZ,Reguengos de Monsaraz,Évora,403635,Alentejo,QZP.53,Publico,9,,http://aermonsaraz.com/,direcao@aermonsaraz.edu.gov.pt;servicos@aermonsaraz.edu.gov.pt,266503287;266503290,52337.1273524938,-137477.804928435
14276,130140,600081516,Agrupamento de Escolas de Portel,Agrupada,R. de S. Paulo,PORTEL,Portel,Évora,340765,Alentejo,QZP.52,Publico,6,266619069,http://avpsitio.weebly.com/,direcao@aeportel.edu.gov.pt;servicos@aeportel.edu.gov.pt,266619060;266619061,37273.5536688829,-150789.417412397
14277,135124,600080455,Agrupamento de Escolas de Alandroal,Agrupada,Tapada da Alfarrobeira,ALANDROAL,Alandroal,Évora,330474,Alentejo,QZP.53,Publico,3,268447011,http://aescolasalandroal-public.sharepoint.com/,direcao@alandroal.edu.gov.pt;servicos@alandroal.edu.gov.pt,268447010,63466.8864399336,-106675.113960337
14278,135136,600081605,Agrupamento de Escolas de Borba,Agrupada,Avenida Bombeiros Voluntários,BORBA,Borba,Évora,342476,Alentejo,QZP.50,Publico,3,268890083,eb23.pebentopereira@escolas.min-edu.pt ,direcao@aeborba.edu.gov.pt;servicos@aeborba.edu.gov.pt,268800280;268800284,58953.3650479809,-95899.5661835823
14279,135150,600078418,Agrupamento de Escolas de Mora,Agrupada,Estrada de Brotas,MORA,Mora,Évora,346410,Alentejo,QZP.48,Publico,6,266403777,http://agmora.drealentejo.pt/site/,direcao@aemora.edu.gov.pt;servicos@aemora.edu.gov.pt,266403245;266403282,-2862.23089584975,-80866.0961912058
14280,135161,600082431,"Agrupamento de Escolas Dr. Libânio Esquível, Mourão",Agrupada,"Rua D. Dinis, n.º 1",MOURÃO,Mourão,Évora,330632,Alentejo,QZP.53,Publico,4,266560241,,direcao@aemourao.edu.gov.pt;servicos@aemourao.edu.gov.pt,266560240,68810.9167671318,-142710.287428755
14281,135173,600081869,Agrupamento de Escolas de Viana do Alentejo,Agrupada,Estrada da Qt. de Stª Maria,VIANA DO ALENTEJO,Viana do Alentejo,Évora,345787,Alentejo,QZP.52,Publico,5,266930071,www.aevianadoalentejo.edu.pt/,direcao@aeviana-alentejo.edu.gov.pt;servicos@aeviana-alentejo.edu.gov.pt,266930070;266930073,10913.1582402754,-147636.467632895
14282,807213,,Escola Básica e Secundária da Madalena,Agrupada,Rua José Martins Garcia,MADALENA (PICO),Madalena,Ilha do Pico,807226,,,Publico,7,,,,,-1786596.23383656,76608.3550375061
14283,807206,,Escola Básica Integrada da Maia,Agrupada,Rua Ramal de São Pedro,MAIA (SÃO MIGUEL),Ribeira Grande,Ilha de São Miguel,807227,,,Publico,6,,,,,-1524794.22539675,-60494.7721552432
14284,807220,,Escola Básica Integrada de Arrifes,Agrupada,Rua Cardeal Humberto Medeiros,PONTA DELGADA,Ponta Delgada,Ilha de São Miguel,807228,,,Publico,7,,,,,-1553767.06010458,-63114.6304777632
14285,807198,,Escola Básica e Secundária de Velas,Agrupada,Rua Dr. Machado Pires,VELAS,Velas,Ilha de São Jorge,807234,,,Publico,3,,,,,-1754453.02817704,87102.6413454695
