OBJECTID,CODUOME,NOMEUO,CODESCME,NOME,SEDE,MORADA,LOCALIDADE,CONCELHO,DISTRITO,CODDSR,CODQZP,CICLO,NATUREZAINSTITUCIONAL_DESC,FAX,URL,EMAIL,TELEFONE,x,y
146805,161792,Agrupamento de Escolas de Santa Comba Dão,403088,Escola Secundária de Santa Comba Dão,S,Av. da Escola Secundária,SANTA COMBA DÃO,Santa Comba Dão,Viseu,Centro,QZP.25,3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,232880058,http://www.escolas-santacombadao.pt,direcao@aescdao.edu.gov.pt;servicos@aescdao.edu.gov.pt,232880050,245.089724964812,82048.6584622881
146806,161792,Agrupamento de Escolas de Santa Comba Dão,295401,Escola Básica de Santa Comba Dão-Sul,N,Rual Principal,SÃO JOÃO DE AREIAS,Santa Comba Dão,Viseu,Centro,QZP.25,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,232888453,3737.67718690658,80241.5757382268
146807,161792,Agrupamento de Escolas de Santa Comba Dão,295735,Escola Básica de Santa Comba Dão-Norte,N,Ramal do Treixedo - EN2,TREIXEDO,Santa Comba Dão,Viseu,Centro,QZP.25,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,232899220,2288.93820395074,85892.3347387667
146808,161792,Agrupamento de Escolas de Santa Comba Dão,295747,Escola Básica de Santa Comba Dão-Centro,N,Quinta da Regucha,SANTA COMBA DÃO,Santa Comba Dão,Viseu,Centro,QZP.25,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,232899240,180.445366600455,82185.82732316
146809,161792,Agrupamento de Escolas de Santa Comba Dão,345143,Escola Básica de Santa Comba Dão,N,Avenida Dr. Sá Carneiro,SANTA COMBA DÃO,Santa Comba Dão,Viseu,Centro,QZP.25,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,232882440,,eb23.stacombadao@escolas.min-edu.pt,232899200,-113.128588984208,81657.23073253
146810,,,515619,Jardim Infantil do C. de Bem-Estar do Vimieiro,N,Avenida da Escola Secundária,SANTA COMBA DÃO,Santa Comba Dão,Viseu,Centro,QZP.25,Pré-escolar,IPSS ou equiparada,,,ji.cbemestarvimieiro@escolas.min-edu.pt,232891374,347.098265023614,82169.7432066355
146811,,,515607,Jardim Infantil Da Stª Casa Da Misericórdia,N,Santa Comba Dão,SANTA COMBA DÃO,Santa Comba Dão,Viseu,Centro,QZP.25,Pré-escolar,IPSS ou equiparada,,,misericordia.scdao@gmail.com,232880040
146812,,,800513,Conservatório de Música e Artes do Dão,N,Avenida  General Humberto Delgado - Casa da Cultura,SANTA COMBA DÃO,Santa Comba Dão,Viseu,Centro,QZP.25,Artistico,Particular,232888085,http://www.cmadd.com,cvm.artesdao@escolas.min-edu.pt,232010242,231.027814805007,81109.5725533604
146813,151919,Agrupamento de Escolas de São João da Pesqueira,346287,Escola Básica e Secundária de São João da Pesqueira,S,Rua do Pombal,SÃO JOÃO DA PESQUEIRA,São João da Pesqueira,Viseu,Norte,QZP.19,2º Ciclo;3º Ciclo;Secundário,Redes dos ministérios,254489139,http://www.agrupamento-sjpesqueira.com,direcao@aesjp.edu.gov.pt;servicos@aesjp.edu.gov.pt,254489130,60704.9988074249,164951.239251104
146814,151919,Agrupamento de Escolas de São João da Pesqueira,279304,"Escola Básica de Trevões, São João da Pesqueira",N,Rua da Restauração nº7,TREVÕES,São João da Pesqueira,Viseu,Norte,QZP.19,Pré-escolar;1º Ciclo,Redes dos ministérios,254473977,,eb1.trevoes@escolas.min-edu.pt,254473446,58714.0091331489,157323.059128155
146815,151919,Agrupamento de Escolas de São João da Pesqueira,271068,Escola Básica de São João da Pesqueira,N,Largo da Devesa,SÃO JOÃO DA PESQUEIRA,São João da Pesqueira,Viseu,Norte,QZP.19,Pré-escolar;1º Ciclo,Redes dos ministérios,254488210,,eb1.sjoaopesqueira@escolas.min-edu.pt,254484174,60802.7304447382,164661.836995202
146816,151919,Agrupamento de Escolas de São João da Pesqueira,262304,"Escola Básica de Paredes da Beira, São João da Pesqueira",N,Rua da Prova,PAREDES DA BEIRA,São João da Pesqueira,Viseu,Norte,QZP.19,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.paredesbeira@escolas.min-edu.pt,254473437,54915.2042730683,155340.674527671
146817,151919,Agrupamento de Escolas de São João da Pesqueira,220280,"Escola Básica de Ervedosa do Douro, São João da Pesqueira",N,Rua Nossa Senhora do Socorro,SÃO JOÃO DA PESQUEIRA,São João da Pesqueira,Viseu,Norte,QZP.19,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.ervedosadouro@escolas.min-edu.pt,254423482,54877.2957017572,166709.2843785
146818,151919,Agrupamento de Escolas de São João da Pesqueira,628130,"Jardim de Infância de Riodades, São João da Pesqueira",N,Rua Maria Martins,RIODADES,São João da Pesqueira,Viseu,Norte,QZP.19,Pré-escolar,Redes dos ministérios,,,ji.riodades@escolas.min-edu.pt,254473533,53336.4848481574,150182.870299128
146819,151919,Agrupamento de Escolas de São João da Pesqueira,608830,"Jardim de Infância de Castanheiro do Sul, São João da Pesqueira",N,Rua Maria dos Prazeres Barros,CASTANHEIRO DO SUL,São João da Pesqueira,Viseu,Norte,QZP.19,Pré-escolar,Redes dos ministérios,,,ji.castanheirosul@escolas.min-edu.pt,254463083,52480.8153481515,161406.169529235
146820,,,801300,ESPRODOURO - Escola Profissional do Alto Douro,N,Rua Oliveira dos  Amores,SÃO JOÃO DA PESQUEIRA,São João da Pesqueira,Viseu,Norte,QZP.19,Profissional;3º Ciclo,Particular,254481240,http://www.esprodouro.com,esprodouro@escolas.min-edu.pt,254481033,61277.6859802398,164306.949936593
146821,160465,"Agrupamento de Escolas de Santa Cruz da Trapa, São Pedro do Sul",630986,"Jardim de Infância de Serrazes, São Pedro do Sul",N,Rua da Escola,SERRAZES,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar,Redes dos ministérios,,,ji.serrazes@escolas.min-edu.pt,232711375,1268.4294222645,119548.903624311
146822,160465,"Agrupamento de Escolas de Santa Cruz da Trapa, São Pedro do Sul",629327,"Jardim de Infância de Santa Cruz da Trapa, São Pedro do Sul",N,Rua Cónego José Pedro,SANTA CRUZ DA TRAPA,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar,Redes dos ministérios,,,ji.stacruztrapa@escolas.min-edu.pt,232798273,-407.39621519348,122703.715644836
146823,160465,"Agrupamento de Escolas de Santa Cruz da Trapa, São Pedro do Sul",619401,"Jardim de Infância de Manhouce, São Pedro do Sul",N,Manhouce,MANHOUCE,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar,Redes dos ministérios,,,ji.manhouce@escolas.min-edu.pt,232790641,-6887.40748140162,128268.852226492
146824,160465,"Agrupamento de Escolas de Santa Cruz da Trapa, São Pedro do Sul",330309,"Escola Básica de Santa Cruz da Trapa, São Pedro do Sul",S,"Avenida S. Mamede do Baroso, N.º 112",SANTA CRUZ DA TRAPA,São Pedro do Sul,Viseu,Centro,QZP.21,1º Ciclo;2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,232798441,http://www.aesct.pt,direcao@aesct.edu.gov.pt;servicos@aesct.edu.gov.pt,232700050,-1061.65006619027,122037.661365584
146825,160465,"Agrupamento de Escolas de Santa Cruz da Trapa, São Pedro do Sul",255713,"Escola Básica de Manhouce, São Pedro do Sul",N,Manhouce,MANHOUCE,São Pedro do Sul,Viseu,Centro,QZP.21,1º Ciclo,Redes dos ministérios,,,eb1.n1.manhouce@escolas.min-edu.pt,232790641,-6863.97344902454,128278.65730243
146826,160465,"Agrupamento de Escolas de Santa Cruz da Trapa, São Pedro do Sul",212180,"Escola Básica de Carvalhais, São Pedro do Sul",N,Anta,CARVALHAIS SPS,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.carvalhaissps@escolas.min-edu.pt,232798265,1662.56448107867,123838.818295861
146827,161780,Agrupamento de Escolas de São Pedro do Sul,625280,"Jardim de Infância de Pinho, São Pedro do Sul",N,Pinho,PINHO SPS,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar,Redes dos ministérios,,,ji.pinhopedrosul@escolas.min-edu.pt,232711418,9436.11573366441,122689.709637669
146828,161780,Agrupamento de Escolas de São Pedro do Sul,403076,Escola Secundária de São Pedro do Sul,S,Avenida Dr. Sá Carneiro,SÃO PEDRO DO SUL,São Pedro do Sul,Viseu,Centro,QZP.21,3º Ciclo;Secundário;Profissional,Redes dos ministérios,232720079,http://www.aesps.pt,direcao@aesps.edu.gov.pt;servicos@aesps.edu.gov.pt,232720070,5347.5860604038,120999.026982069
146829,161780,Agrupamento de Escolas de São Pedro do Sul,345131,Escola Básica n.º 2 de São Pedro do Sul,N,Avenida Dr. Sá Carneiro,SÃO PEDRO DO SUL,São Pedro do Sul,Viseu,Centro,QZP.21,2º Ciclo;3º Ciclo,Redes dos ministérios,232720409,,eb23.spedrosul@escolas.min-edu.pt,232720400,5397.56421746996,120899.118851686
146830,161780,Agrupamento de Escolas de São Pedro do Sul,297227,Escola Básica n.º 1 de São Pedro do Sul,N,Avenida Sá Carneiro,SÃO PEDRO DO SUL,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,,5404.0752473549,121002.73258714
146831,161780,Agrupamento de Escolas de São Pedro do Sul,256651,"Escola Básica de Vila Maior, São Pedro do Sul",N,R. da Escola,BAIÕES,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.n1.vmaior@escolas.min-edu.pt,232711097,8607.66475539393,124329.256532998
146832,161780,Agrupamento de Escolas de São Pedro do Sul,277423,"Escola Básica de Sul, São Pedro do Sul",N,R. da Escola,SUL,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.sul@escolas.min-edu.pt,232731498,7382.63242743231,128459.115677463
146833,161780,Agrupamento de Escolas de São Pedro do Sul,264751,"Escola Básica de Pindelo dos Milagres, São Pedro do Sul",N,R. da Escola,BAIÕES,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.pindelomilagres@escolas.min-edu.pt,232301217,14227.5197288201,126509.405256804
146834,161780,Agrupamento de Escolas de São Pedro do Sul,222562,"Escola Básica de Figueiredo de Alva, São Pedro do Sul",N,R. da Escola,FIGUEIREDO DE ALVA,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.figueiredoalva@escolas.min-edu.pt,232731499,12017.479868546,129549.276270324
146835,,,515620,Jardim Infantil Da Stª Casa Da Misericórdia De Santo António De S. Pedro Do Sul,N,Avenida Dr. Sá Carneiro,SÃO PEDRO DO SUL,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar,IPSS ou equiparada,232720465,,ji.scmspedrosul@escolas.min-edu.pt,232720461
146836,,,802791,Escola Profissional de Carvalhais,N,Carvalhais,CARVALHAIS SPS,São Pedro do Sul,Viseu,Centro,QZP.21,Profissional;3º Ciclo,Particular,232700049,http://epcarvalhais.org,ep.carvalhais@escolas.min-edu.pt,232700040,1655.7299840154,124204.170488911
146837,,,805905,Associação Mutualista Dos Trabalhadores Da Câmara Municipal De S. Pedro Do Sul,N,"Av. Sá Carneiro, Edificio Avenida, 1º Piso,",SÃO PEDRO DO SUL,São Pedro do Sul,Viseu,Centro,QZP.21,Pré-escolar,IPSS ou equiparada,232724631,,,232724631,5533.70345681106,121216.353889545
146838,161913,Agrupamento de Escolas de Sátão,200300,"Escola Básica de Abrunhosa, Sátão",N,Estrada Municipal,SÃO MIGUEL DE VILA BOA,Sátão,Viseu,Centro,QZP.22,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.abrunhosa@escolas.min-edu.pt,232984019,33229.6249006269,115346.346314658
146839,161913,Agrupamento de Escolas de Sátão,628451,"Jardim de Infância de Rãs, Sátão",N,Rua Padre Alfredo,ROMÃS,Sátão,Viseu,Centro,QZP.22,Pré-escolar,Redes dos ministérios,,,ji.ras@escolas.min-edu.pt,232428246,41313.1658127924,121529.593602606
146840,161913,Agrupamento de Escolas de Sátão,624305,"Jardim de Infância de Pedrosas, Sátão",N,Pedrosas,SÁTÃO,Sátão,Viseu,Centro,QZP.22,Pré-escolar,Redes dos ministérios,,,ji.pedrosas@escolas.min-edu.pt,232086745,30356.0982509611,119544.864630242
146841,161913,Agrupamento de Escolas de Sátão,620440,"Jardim de Infância de Mioma, Sátão",N,Rua Cova do Barro,MIOMA,Sátão,Viseu,Centro,QZP.22,Pré-escolar,Redes dos ministérios,,,ji.mioma@escolas.min-edu.pt,232982321,34959.2364718035,120173.149704705
146842,161913,Agrupamento de Escolas de Sátão,611220,"Jardim de Infância de Cruz, Sátão",N,Rua da Escola,SÁTÃO,Sátão,Viseu,Centro,QZP.22,Pré-escolar,Redes dos ministérios,,,ji.cruzsatao@escolas.min-edu.pt,934698032,31908.7414194052,121343.756181963
146843,161913,Agrupamento de Escolas de Sátão,403064,"Escola Secundária Frei Rosa Viterbo, Sátão",S,Rua Luís de Camões,SÁTÃO,Sátão,Viseu,Centro,QZP.22,3º Ciclo;Secundário;Profissional,Redes dos ministérios,232980107,http://www.escolasdesatao.pt,direcao@escolasdesatao.edu.gov.pt;servicos@escolasdesatao.edu.gov.pt,232980100,33950.1597372751,119259.167857612
146844,161913,Agrupamento de Escolas de Sátão,345120,"Escola Básica Ferreira Lapa, Sátão",N,Rua 20 de Setembro,SÁTÃO,Sátão,Viseu,Centro,QZP.22,2º Ciclo;3º Ciclo,Redes dos ministérios,232982236,,eb23.satao@escolas.min-edu.pt,232982009,33592.6886053627,119762.158393928
146845,161913,Agrupamento de Escolas de Sátão,294720,Escola Básica de Sátão,N,Rua Doutor Francisco Sá Carneiro,SÁTÃO,Sátão,Viseu,Centro,QZP.22,1º Ciclo,Redes dos ministérios,,,,232983016,33648.0535658266,119914.875690941
146846,161913,Agrupamento de Escolas de Sátão,256213,"Escola Básica de Rãs, Sátão",N,Rua Padre Alfredo,ROMÃS,Sátão,Viseu,Centro,QZP.22,1º Ciclo,Redes dos ministérios,,,eb1.n1.ras@escolas.min-edu.pt,232546868,41280.5025605554,121526.857328051
146847,161913,Agrupamento de Escolas de Sátão,345118,"Escola Básica de Ferreira de Aves, Sátão",N,Rua Aquilino Ribeiro,FERREIRA DE AVES,Sátão,Viseu,Centro,QZP.22,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,232660001,http://www.aefaf.eu,eb23.ferreiraaves@escolas.min-edu.pt,232660000,36832.4943522436,125175.485044722
146848,161913,Agrupamento de Escolas de Sátão,630378,Jardim de Infância de Sátão,N,Rua Luís de Camões,SÁTÃO,Sátão,Viseu,Centro,QZP.22,Pré-escolar,Redes dos ministérios,,,ji.satao@escolas.min-edu.pt,232982795,34048.6799303993,119214.976833148
146849,,,515632,Creche-Jardim Infantil Fund. Elisio F. Afonso,N,Rua Doutor Hilário De Almeida Pereira,AVELAL,Sátão,Viseu,Centro,QZP.22,Pré-escolar,IPSS ou equiparada,232546441,,cre.jfelisiofafonso@escolas.min-edu.pt,232560030;232981722
146850,151920,"Agrupamento de Escolas Padre João Rodrigues, Sernancelhe",274859,Jardim de Infância de Sernancelhe,N,Rua do Colégio,SERNANCELHE,Sernancelhe,Viseu,Norte,QZP.19,Pré-escolar,Redes dos ministérios,,,eb1.sernancelhe@escolas.min-edu.pt,254595272,53951.8219034236,136645.368640424
146851,151920,"Agrupamento de Escolas Padre João Rodrigues, Sernancelhe",345106,"Escola Básica e Secundária Padre João Rodrigues, Veiga, Sernancelhe",S,Rua Padre João Rodrigues,SERNANCELHE,Sernancelhe,Viseu,Norte,QZP.19,1º Ciclo;2º Ciclo;3º Ciclo;Secundário;Artistico,Redes dos ministérios,254559111,http://aesernancelhe.com,direcao@aejrodrigues.edu.gov.pt;servicos@aejrodrigues.edu.gov.pt,254595272,54559.1405747671,136967.576935373
146852,,,802827,Escola Profissional de Sernancelhe (ESPROSER),N,"Av. das Tílias, n.º 27",SERNANCELHE,Sernancelhe,Viseu,Norte,QZP.19,Profissional,Particular,254550029,http://www.esproser.pt,ep.esproser@escolas.min-edu.pt,254550020,54023.1489648092,136785.713990007
146853,,,800499,Conservatório Regional de Música de Ferreirim,N,"Rua da Escola, nº 17",FERREIRIM SRN,Sernancelhe,Viseu,Norte,QZP.19,Artistico,Particular,,,,968688371,54304.5353335633,142074.865897938
146854,151932,"Agrupamento de Escolas Abel Botelho, Tabuaço",345684,"Escola Básica e Secundária Abel Botelho, Tabuaço",S,Avenida Marechal Carmona,TABUAÇO,Tabuaço,Viseu,Norte,QZP.19,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Secundário;Profissional,Redes dos ministérios,254789340,http://www.agrupamento-tabuaco.com,direcao@aeabotelho.edu.gov.pt;servicos@aeabotelho.edu.gov.pt,254780020,47271.2861369258,160987.827652739
146855,151944,"Agrupamento de Escolas Dr. José Leite de Vasconcelos, Tarouca",608828,"Jardim de Infância de Castanheiro do Ouro, Tarouca",N,Avenida Dr. Francisco de Sá Carneiro,TAROUCA,Tarouca,Viseu,Norte,QZP.18,Pré-escolar,Redes dos ministérios,,,ji.castanheiroouro@escolas.min-edu.pt,254678049,30282.677981984,151030.009447501
146856,151944,"Agrupamento de Escolas Dr. José Leite de Vasconcelos, Tarouca",346275,"Escola Básica e Secundária Dr. José Leite de Vasconcelos, Tarouca",S,Avenida Dr. Francisco de Sá Carneiro,TAROUCA,Tarouca,Viseu,Norte,QZP.18,2º Ciclo;3º Ciclo;Secundário;Profissional,Redes dos ministérios,254679599,http://www.aetarouca.pt,direcao@aetarouca.edu.gov.pt;servicos@aetarouca.edu.gov.pt,254678555,30339.7001702028,151119.20129342
146857,151944,"Agrupamento de Escolas Dr. José Leite de Vasconcelos, Tarouca",294652,Escola Básica de Tarouca,N,Av. dos Restauradores do Concelho,TAROUCA,Tarouca,Viseu,Norte,QZP.18,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb.tarouca@escolas.min-edu.pt,254677520,29875.4385214596,150218.00464202
146858,,,803913,Jardim de Infância da Santa Casa de Misericórdia de Tarouca,N,Rua de S. Miguel,TAROUCA,Tarouca,Viseu,Norte,QZP.18,Pré-escolar,Particular,254679413,,geral@scmtarouca.org;ji.scm.tarouca@escolas.min-edu.pt,254679410,30372.1649527615,149902.927432825
146859,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,637166,"Jardim de Infância de Vilar de Besteiros, Tondela",N,Vilar de Besteiros,VILAR DE BESTEIROS,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.vilarbesteiros@escolas.min-edu.pt,232848788,4305.82270501947,100996.688010316
146860,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,634062,"Jardim de Infância de Tourigo, Tondela",N,Rua do Soito,TOURIGO,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.tourigo@escolas.min-edu.pt,232871435,-4931.32059205606,91222.009152682
146861,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,629900,"Jardim de Infância de Santiago de Besteiros, Tondela",N,Santiago de Besteiros,SANTIAGO DE BESTEIROS,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.santiagobesteiros@escolas.min-edu.pt,232852733,558.329528372414,101706.270213758
146862,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,621614,"Jardim de Infância de Mosteiro de Fráguas, Tondela",N,Rua Doutor Francisco Sá Carneiro,MOSTEIRO DE FRÁGUAS,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.mosteirofraguas@escolas.min-edu.pt,232848590,6026.55296239454,100594.561610481
146863,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,214700,"Jardim de Infância de Castelões, Tondela",N,Castelões,CASTELÕES TND,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,eb1.casteloestnd@escolas.min-edu.pt,232852726,-1525.43413016343,98253.4428593862
146864,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,345090,"Escola Básica de Campo de Besteiros, Tondela",N,Corte - Apartado 12,CAMPO DE BESTEIROS,Tondela,Viseu,Centro,QZP.25,1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,232857022,,eb23.campobesteiros@escolas.min-edu.pt,232857020,813.050768600951,99223.0904535021
146865,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,210742,"Jardim de Infância de Campo de Besteiros, Tondela",N,Rua Engenheiro Agrónomo José Sousa de Mendes e Vasconcelos,CAMPO DE BESTEIROS,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,eb1.campobesteiros@escolas.min-edu.pt,232852736,-339.329635236185,99098.9050747353
146866,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,604495,"Jardim de Infância de Barreiro de Besteiros, Tondela",N,Avenida 8 de Setembro,BARREIRO DE BESTEIROS,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.barreirobesteiros@escolas.min-edu.pt,232871210,-3922.29990207484,93411.4274882326
146867,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,403052,Escola Secundária de Tondela,S,Rua Dr. Amadeu Ferraz de Carvalho,TONDELA,Tondela,Viseu,Centro,QZP.25,3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,232814149,http://www.aetomazribeiro.net,direcao@aetomazribeiro.edu.gov.pt;servicos@aetomazribeiro.edu.gov.pt,232814140,4020.36049554913,94307.8312328727
146868,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,271202,"Escola Básica de São João do Monte, Tondela",N,São João do Monte,SÃO JOÃO DO MONTE,Tondela,Viseu,Centro,QZP.25,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.sjoaomonte@escolas.min-edu.pt,232866456,-8482.69319360547,103307.36351831
146869,161998,Agrupamento de Escolas de Tondela Tomaz Ribeiro,340480,"Escola Básica de Caramulo, Tondela",N,"Rua da Escola, 144 - Apartado 17",CARAMULO,Tondela,Viseu,Centro,QZP.25,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,232860068,,eb23.caramulo@escolas.min-edu.pt,232860060,-3500.15189815104,100235.825285761
146870,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,633800,Jardim de Infância de Tondela,N,Avenida de Portugal,TONDELA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.teeprofissional@escolas.min-edu.pt,232813777,3633.27748072468,94514.5613968286
146871,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,633781,"Jardim de Infância de Tonda, Tondela",N,Rua do Adro,TONDELA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.tonda@escolas.min-edu.pt,232816460,5717.67942908256,91937.5824211098
146872,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,639588,"Jardim de Infância de São Miguel do Outeiro, Tondela",N,Bairro da Escola,SÃO MIGUEL DO OUTEIRO,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.smiguelouteiro@escolas.min-edu.pt,232952174,9320.47267021653,102025.57123529
146873,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,628669,"Jardim de Infância de Sabugosa, Tondela",N,Rua Quelha do Rio,SABUGOSA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,direcao@aetcf.pt;ji.sabugosa@escolas.min-edu.pt,,8688.6943114695,99814.0926611582
146874,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,623490,"Jardim de Infância de Parada de Gonta, Tondela",N,Rua do Infantário,PARADA DE GONTA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.paradagonta@escolas.min-edu.pt,232951150,10884.6700564278,102157.8236613
146875,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,620828,"Jardim de Infância de Molelos, Tondela",N,Rua do Infantário,TONDELA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.molelos@escolas.min-edu.pt,232812631,2930.31460839973,96157.3303268401
146876,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,618342,"Jardim de Infância de Lobão da Beira, Tondela",N,Rua da Infesta,TONDELA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.lobaobeira@escolas.min-edu.pt,232812638,8173.51741479706,94866.8874775434
146877,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,228631,"Jardim de Infância de Lajeosa do Dão, Tondela",N,Rua António Alves de Figueiredo,LAJEOSA TND,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,232958877,,eb1.lajeosadao@escolas.min-edu.pt,232958106,12145.0526649896,95927.104755629
146878,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,607137,"Jardim de Infância de Canas de Santa Maria, Tondela",N,Avenida Casal do Rei,TONDELA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.canasstamaria@escolas.min-edu.pt,232841949,7985.63653611367,97613.4954501487
146879,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,605645,"Jardim de Infância de Botulho, Tondela",N,Rua de Santa Luzia,TONDELA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.botulho@escolas.min-edu.pt,,2602.18936029484,94416.0266358977
146880,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,601998,"Jardim de Infância de Alvarim, Tondela",N,Rua da Escola,TONDELA,Tondela,Viseu,Centro,QZP.25,Pré-escolar,Redes dos ministérios,,,ji.alvarim@escolas.min-edu.pt,232816295,913.435533556207,87901.5633251633
146881,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,404688,"Escola Secundária de Molelos, Tondela",N,"Avenida Lusíadas, 415",TONDELA,Tondela,Viseu,Centro,QZP.25,3º Ciclo;Secundário;Profissional,Redes dos ministérios,,,esb3.molelos@escolas.min-edu.pt,966491500,3915.7925425161,95849.3169133196
146882,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,342762,"Escola Básica Professor Doutor Carlos Mota Pinto, Lajeosa do Dão, Tondela",N,Rua do Ciclo,LAJEOSA TND,Tondela,Viseu,Centro,QZP.25,1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,232958877,,eb23.pdcmotapinto@escolas.min-edu.pt,232958106,12527.3641618817,96819.0969307142
146883,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,345088,Escola Básica de Tondela,S,"Rua António Quadros, 9",TONDELA,Tondela,Viseu,Centro,QZP.25,1º Ciclo;2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,232823001,http://www.aetcf.pt,direcao@aetcf.edu.gov.pt;servicos@aetcf.edu.gov.pt,232819050,3677.49691178892,94444.9058348097
146884,161822,Agrupamento de Escolas de Tondela Cândido de Figueiredo,278427,"Escola Básica de Tonda, Tondela",N,Rua Professor Júlio Fontes ,TONDELA,Tondela,Viseu,Centro,QZP.25,1º Ciclo,Redes dos ministérios,,,eb1.tonda@escolas.min-edu.pt,232816663,5674.21629202736,91792.6365793386
